"vulnerability_rank","IGZ","CPP","Indicator","BaseYear","Change","ChangeAv","InterZone_Name","group","label","CommunityValue_BaseYear","CommunityValue_RecentYear","CPPAverage_BaseYear","CPPAverage_RecentYear"
5,"S02001500","East Ayrshire","Attainment","2013/14",0.79,0.02,"Altonhill North and Onthank","Attainment Altonhill North and Onthank"," ","5.07","5.11",5.39,5.39
5,"S02001500","East Ayrshire","Child Poverty","2014/15",11.33,-7.61,"Altonhill North and Onthank","Child Poverty Altonhill North and Onthank"," ","29.93","26.54",19.52,21
5,"S02001500","East Ayrshire","Crime Rate","2012/13",41,40,"Altonhill North and Onthank","Crime Rate Altonhill North and Onthank"," ","2111.86","1240.38",2132,1274
5,"S02001500","East Ayrshire","Depopulation","2012/13",-0.41,-2.49,"Altonhill North and Onthank","Depopulation Altonhill North and Onthank"," ","100","100.41",100,102.49
5,"S02001500","East Ayrshire","Early Mortality","2012/13",3,-3,"Altonhill North and Onthank","Early Mortality Altonhill North and Onthank"," ","775","751.43",511,525
5,"S02001500","East Ayrshire","Emergency Admissions","2012/13",3,9,"Altonhill North and Onthank","Emergency Admissions Altonhill North and Onthank"," ","36710.96","35515.43",30637,27775
5,"S02001500","East Ayrshire","Out of Work Benefits","2013/14",-16.33,-27.35,"Altonhill North and Onthank","Out of Work Benefits Altonhill North and Onthank"," ","24.13","28.07",15.87,20.2
5,"S02001500","East Ayrshire","Participation Rate","2016/17",5.96,3.5,"Altonhill North and Onthank","Participation Rate Altonhill North and Onthank"," ","85.54","90.64",89.02,92.14
5,"S02001527","East Dunbartonshire","Attainment","2013/14",-0.5,1.92,"Kirkintilloch West","Attainment Kirkintilloch West"," ","6","5.97",6,6.11
5,"S02001527","East Dunbartonshire","Child Poverty","2014/15",-32.45,4.38,"Kirkintilloch West","Child Poverty Kirkintilloch West"," ","8.32","11.02",8.54,8.17
5,"S02001527","East Dunbartonshire","Crime Rate","2012/13",68,NA,"Kirkintilloch West","Crime Rate Kirkintilloch West"," ","4855.86","1534",8.54,538
5,"S02001527","East Dunbartonshire","Depopulation","2012/13",8.63,2.13,"Kirkintilloch West","Depopulation Kirkintilloch West"," ","100","91.37",100,97.87
5,"S02001527","East Dunbartonshire","Early Mortality","2012/13",2,16,"Kirkintilloch West","Early Mortality Kirkintilloch West"," ","488","476.13",344,289
5,"S02001527","East Dunbartonshire","Emergency Admissions","2012/13",19,13,"Kirkintilloch West","Emergency Admissions Kirkintilloch West"," ","30237.83","24629.95",24567,21360
5,"S02001527","East Dunbartonshire","Out of Work Benefits","2013/14",-30.2,-28.18,"Kirkintilloch West","Out of Work Benefits Kirkintilloch West"," ","11.82","15.39",7.46,9.57
5,"S02001527","East Dunbartonshire","Participation Rate","2016/17",-2,0.57,"Kirkintilloch West","Participation Rate Kirkintilloch West"," ","93.99","92.11",95.52,96.07
5,"S02001543","East Lothian","Attainment","2013/14",0.19,-1.16,"Tranent North","Attainment Tranent North"," ","5.19","5.2",5.54,5.47
5,"S02001543","East Lothian","Child Poverty","2014/15",20.94,18.45,"Tranent North","Child Poverty Tranent North"," ","19.2","15.18",13.94,11.37
5,"S02001543","East Lothian","Crime Rate","2012/13",42,-66,"Tranent North","Crime Rate Tranent North"," ","1337.67","774.77",846,1406
5,"S02001543","East Lothian","Depopulation","2012/13",18.52,8.66,"Tranent North","Depopulation Tranent North"," ","100","81.48",100,91.34
5,"S02001543","East Lothian","Early Mortality","2012/13",43,17,"Tranent North","Early Mortality Tranent North"," ","567","324.46",414,345
5,"S02001543","East Lothian","Emergency Admissions","2012/13",16,16,"Tranent North","Emergency Admissions Tranent North"," ","25252.53","21145.81",23511,19759
5,"S02001543","East Lothian","Out of Work Benefits","2013/14",-16.76,-23.77,"Tranent North","Out of Work Benefits Tranent North"," ","12.47","14.56",9.59,11.87
5,"S02001543","East Lothian","Participation Rate","2016/17",1.47,5.06,"Tranent North","Participation Rate Tranent North"," ","89.04","90.35",90.27,94.84
5,"S02001567","East Renfrewshire","Attainment","2013/14",2.17,1.33,"Busby","Attainment Busby"," ","6","6.13",6.08,6.16
5,"S02001567","East Renfrewshire","Child Poverty","2014/15",12.6,11.67,"Busby","Child Poverty Busby"," ","11.67","10.2",9.03,7.98
5,"S02001567","East Renfrewshire","Crime Rate","2012/13",31,50,"Busby","Crime Rate Busby"," ","885.56","614.48",1174,587
5,"S02001567","East Renfrewshire","Depopulation","2012/13",4.37,5.38,"Busby","Depopulation Busby"," ","100","95.63",100,94.62
5,"S02001567","East Renfrewshire","Early Mortality","2012/13",11,14,"Busby","Early Mortality Busby"," ","395","352.57",347,298
5,"S02001567","East Renfrewshire","Emergency Admissions","2012/13",16,19,"Busby","Emergency Admissions Busby"," ","27616.28","23260.17",24725,19931
5,"S02001567","East Renfrewshire","Out of Work Benefits","2013/14",-10.64,-19.56,"Busby","Out of Work Benefits Busby"," ","9.77","10.81",7.21,8.62
5,"S02001567","East Renfrewshire","Participation Rate","2016/17",0.74,0.65,"Busby","Participation Rate Busby"," ","96.49","97.2",96.12,96.74
5,"S02001628","Edinburgh, City of","Attainment","2013/14",6.51,2.16,"Niddrie","Attainment Niddrie"," ","4.61","4.91",5.56,5.68
5,"S02001628","Edinburgh, City of","Child Poverty","2014/15",-3.94,-14.23,"Niddrie","Child Poverty Niddrie"," ","24.39","25.35",10.69,12.21
5,"S02001628","Edinburgh, City of","Crime Rate","2012/13",49,7,"Niddrie","Crime Rate Niddrie"," ","2525.98","1300.3",1262,1170
5,"S02001628","Edinburgh, City of","Depopulation","2012/13",10,5.6,"Niddrie","Depopulation Niddrie"," ","100","90",100,94.4
5,"S02001628","Edinburgh, City of","Early Mortality","2012/13",0,15,"Niddrie","Early Mortality Niddrie"," ","892","889.94",470,400
5,"S02001628","Edinburgh, City of","Emergency Admissions","2012/13",10,12,"Niddrie","Emergency Admissions Niddrie"," ","34451.9","31072.88",25325,22315
5,"S02001628","Edinburgh, City of","Out of Work Benefits","2013/14",3.74,-6.32,"Niddrie","Out of Work Benefits Niddrie"," ","31.55","30.37",9.87,10.49
5,"S02001628","Edinburgh, City of","Participation Rate","2016/17",10.78,3.21,"Niddrie","Participation Rate Niddrie"," ","79.67","88.26",90.28,93.18
5,"S02001688","Eilean Siar","Attainment","2013/14",1.27,-4.42,"Benbecula and North Uist","Attainment Benbecula and North Uist"," ","5.51","5.58",5.7,5.45
5,"S02001688","Eilean Siar","Child Poverty","2014/15",-36.27,-20.77,"Benbecula and North Uist","Child Poverty Benbecula and North Uist"," ","8.41","11.46",11.42,13.79
5,"S02001688","Eilean Siar","Crime Rate","2012/13",-292,-483,"Benbecula and North Uist","Crime Rate Benbecula and North Uist"," ","117.77","462.06",132,772
5,"S02001688","Eilean Siar","Depopulation","2012/13",-4.47,-5.7,"Benbecula and North Uist","Depopulation Benbecula and North Uist"," ","100","104.47",100,105.7
5,"S02001688","Eilean Siar","Early Mortality","2012/13",30,11,"Benbecula and North Uist","Early Mortality Benbecula and North Uist"," ","552","385.56",478,424
5,"S02001688","Eilean Siar","Emergency Admissions","2012/13",14,-4,"Benbecula and North Uist","Emergency Admissions Benbecula and North Uist"," ","30345.91","26138.64",24465,25346
5,"S02001688","Eilean Siar","Out of Work Benefits","2013/14",-3.6,-14.11,"Benbecula and North Uist","Out of Work Benefits Benbecula and North Uist"," ","7.49","7.76",9.65,11.01
5,"S02001688","Eilean Siar","Participation Rate","2016/17",2.18,1.58,"Benbecula and North Uist","Participation Rate Benbecula and North Uist"," ","95.33","97.41",95.87,97.39
5,"S02001730","Falkirk","Attainment","2013/14",1.59,0.45,"Grangemouth - Newlands","Attainment Grangemouth - Newlands"," ","5.03","5.11",5.47,5.5
5,"S02001730","Falkirk","Child Poverty","2014/15",-27.4,-5.3,"Grangemouth - Newlands","Child Poverty Grangemouth - Newlands"," ","20.66","26.32",17.19,18.1
5,"S02001730","Falkirk","Crime Rate","2012/13",14,18,"Grangemouth - Newlands","Crime Rate Grangemouth - Newlands"," ","1772.89","1517.1",1412,1151
5,"S02001730","Falkirk","Depopulation","2012/13",-5.98,-0.29,"Grangemouth - Newlands","Depopulation Grangemouth - Newlands"," ","100","105.98",100,100.29
5,"S02001730","Falkirk","Early Mortality","2012/13",-10,-2,"Grangemouth - Newlands","Early Mortality Grangemouth - Newlands"," ","538","590.71",461,470
5,"S02001730","Falkirk","Emergency Admissions","2012/13",3,-9,"Grangemouth - Newlands","Emergency Admissions Grangemouth - Newlands"," ","30746.27","29726.78",24210,26352
5,"S02001730","Falkirk","Out of Work Benefits","2013/14",-34.75,-23.86,"Grangemouth - Newlands","Out of Work Benefits Grangemouth - Newlands"," ","15.8","21.29",12.58,15.59
5,"S02001730","Falkirk","Participation Rate","2016/17",7.14,1.52,"Grangemouth - Newlands","Participation Rate Grangemouth - Newlands"," ","86.67","92.86",89.79,91.16
5,"S02001775","Fife","Attainment","2013/14",0.62,-0.09,"Ballingry","Attainment Ballingry"," ","4.82","4.85",5.41,5.41
5,"S02001775","Fife","Child Poverty","2014/15",7.92,-0.89,"Ballingry","Child Poverty Ballingry"," ","31.31","28.83",17.59,17.75
5,"S02001775","Fife","Crime Rate","2012/13",13,-29,"Ballingry","Crime Rate Ballingry"," ","1120.13","972.73",923,1192
5,"S02001775","Fife","Depopulation","2012/13",-1.7,0.57,"Ballingry","Depopulation Ballingry"," ","100","101.7",100,99.43
5,"S02001775","Fife","Early Mortality","2012/13",-30,3,"Ballingry","Early Mortality Ballingry"," ","503","653.39",446,431
5,"S02001775","Fife","Emergency Admissions","2012/13",5,-13,"Ballingry","Emergency Admissions Ballingry"," ","33620.69","32058.24",22948,25995
5,"S02001775","Fife","Out of Work Benefits","2013/14",-30.53,-29.09,"Ballingry","Out of Work Benefits Ballingry"," ","25.29","33.01",12.64,16.32
5,"S02001775","Fife","Participation Rate","2016/17",11.91,2.91,"Ballingry","Participation Rate Ballingry"," ","73.06","81.76",88.84,91.43
5,"S02001940","Glasgow City","Attainment","2013/14",10.42,3.45,"Keppochhill","Attainment Keppochhill"," ","4.8","5.3",5.25,5.43
5,"S02001940","Glasgow City","Child Poverty","2014/15",-38.72,-13.77,"Keppochhill","Child Poverty Keppochhill"," ","24.02","33.32",22.4,25.49
5,"S02001940","Glasgow City","Crime Rate","2012/13",78,61,"Keppochhill","Crime Rate Keppochhill"," ","6303.45","1366.65",3820,1480
5,"S02001940","Glasgow City","Depopulation","2012/13",8.09,3.89,"Keppochhill","Depopulation Keppochhill"," ","100","91.91",100,96.11
5,"S02001940","Glasgow City","Early Mortality","2012/13",22,11,"Keppochhill","Early Mortality Keppochhill"," ","989","767.13",703,624
5,"S02001940","Glasgow City","Emergency Admissions","2012/13",4,13,"Keppochhill","Emergency Admissions Keppochhill"," ","38808.66","37372.72",34269,29806
5,"S02001940","Glasgow City","Out of Work Benefits","2013/14",7.35,-8.37,"Keppochhill","Out of Work Benefits Keppochhill"," ","32.65","30.25",19.83,21.49
5,"S02001940","Glasgow City","Participation Rate","2016/17",15.68,3.96,"Keppochhill","Participation Rate Keppochhill"," ","76.59","88.6",87.37,90.83
5,"S02002020","Highland","Attainment","2013/14",-2.55,-1.07,"Alness","Attainment Alness"," ","5.09","4.96",5.5,5.44
5,"S02002020","Highland","Child Poverty","2014/15",-11.87,-6.03,"Alness","Child Poverty Alness"," ","17.86","19.98",14.65,15.54
5,"S02002020","Highland","Crime Rate","2012/13",-114,-297,"Alness","Crime Rate Alness"," ","1055.33","2263.34",331,1313
5,"S02002020","Highland","Depopulation","2012/13",2.38,-0.15,"Alness","Depopulation Alness"," ","100","97.62",100,100.15
5,"S02002020","Highland","Early Mortality","2012/13",-11,8,"Alness","Early Mortality Alness"," ","582","646.45",432,399
5,"S02002020","Highland","Emergency Admissions","2012/13",3,6,"Alness","Emergency Admissions Alness"," ","22952.48","22192.65",21523,20234
5,"S02002020","Highland","Out of Work Benefits","2013/14",-37.8,-38.54,"Alness","Out of Work Benefits Alness"," ","15.74","21.69",9.2,12.74
5,"S02002020","Highland","Participation Rate","2016/17",0.32,-0.5,"Alness","Participation Rate Alness"," ","89.82","90.11",93.38,92.91
5,"S02002041","Inverclyde","Attainment","2013/14",0.38,-0.35,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Attainment Lower Bow and Larkfield, Fancy Farm, Mallard Bowl"," ","5.28","5.3",5.62,5.6
5,"S02002041","Inverclyde","Child Poverty","2014/15",10.55,-7.07,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Child Poverty Lower Bow and Larkfield, Fancy Farm, Mallard Bowl"," ","19.33","17.29",14.19,15.2
5,"S02002041","Inverclyde","Crime Rate","2012/13",37,43,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Crime Rate Lower Bow and Larkfield, Fancy Farm, Mallard Bowl"," ","1561.07","980.16",1940,1100
5,"S02002041","Inverclyde","Depopulation","2012/13",-2.86,-3.88,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Depopulation Lower Bow and Larkfield, Fancy Farm, Mallard Bowl"," ","100","102.86",100,103.88
5,"S02002041","Inverclyde","Early Mortality","2012/13",3,9,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Early Mortality Lower Bow and Larkfield, Fancy Farm, Mallard Bowl"," ","720","697.04",551,503
5,"S02002041","Inverclyde","Emergency Admissions","2012/13",25,15,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Emergency Admissions Lower Bow and Larkfield, Fancy Farm, Mallard Bowl"," ","34161.49","25616.16",27954,23879
5,"S02002041","Inverclyde","Out of Work Benefits","2013/14",-24.57,-22.02,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Out of Work Benefits Lower Bow and Larkfield, Fancy Farm, Mallard Bowl"," ","22.26","27.73",16.29,19.88
5,"S02002041","Inverclyde","Participation Rate","2016/17",0.48,1.96,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","Participation Rate Lower Bow and Larkfield, Fancy Farm, Mallard Bowl"," ","90","90.43",91.35,93.13
5,"S02002072","Midlothian","Attainment","2013/14",2.13,0.02,"Gorebridge and Middleton","Attainment Gorebridge and Middleton"," ","5.16","5.27",5.42,5.42
5,"S02002072","Midlothian","Child Poverty","2014/15",-15.63,-2.24,"Gorebridge and Middleton","Child Poverty Gorebridge and Middleton"," ","21.31","24.64",14.54,14.87
5,"S02002072","Midlothian","Crime Rate","2012/13",28,4,"Gorebridge and Middleton","Crime Rate Gorebridge and Middleton"," ","1633.6","1172.12",1273,1227
5,"S02002072","Midlothian","Depopulation","2012/13",-2.73,10.58,"Gorebridge and Middleton","Depopulation Gorebridge and Middleton"," ","100","102.73",100,89.42
5,"S02002072","Midlothian","Early Mortality","2012/13",-17,-2,"Gorebridge and Middleton","Early Mortality Gorebridge and Middleton"," ","403","472.52",420,427
5,"S02002072","Midlothian","Emergency Admissions","2012/13",34,15,"Gorebridge and Middleton","Emergency Admissions Gorebridge and Middleton"," ","37876.11","25135.39",25046,21361
5,"S02002072","Midlothian","Out of Work Benefits","2013/14",-11.81,-21.49,"Gorebridge and Middleton","Out of Work Benefits Gorebridge and Middleton"," ","17.45","19.51",11.91,14.47
5,"S02002072","Midlothian","Participation Rate","2016/17",13.17,6.91,"Gorebridge and Middleton","Participation Rate Gorebridge and Middleton"," ","83.17","94.12",88.26,94.36
5,"S02002090","Moray","Attainment","2013/14",0.18,-1.47,"Lossiemouth East and Seatown","Attainment Lossiemouth East and Seatown"," ","5.42","5.43",5.52,5.44
5,"S02002090","Moray","Child Poverty","2014/15",5.66,-19.08,"Lossiemouth East and Seatown","Child Poverty Lossiemouth East and Seatown"," ","13.42","12.66",13.57,16.16
5,"S02002090","Moray","Crime Rate","2012/13",30,-2,"Lossiemouth East and Seatown","Crime Rate Lossiemouth East and Seatown"," ","859.63","600.95",1012,1037
5,"S02002090","Moray","Depopulation","2012/13",-5.06,-0.2,"Lossiemouth East and Seatown","Depopulation Lossiemouth East and Seatown"," ","100","105.06",100,100.2
5,"S02002090","Moray","Early Mortality","2012/13",25,8,"Lossiemouth East and Seatown","Early Mortality Lossiemouth East and Seatown"," ","432","324.76",400,370
5,"S02002090","Moray","Emergency Admissions","2012/13",1,-1,"Lossiemouth East and Seatown","Emergency Admissions Lossiemouth East and Seatown"," ","17032.97","16798.11",17487,17581
5,"S02002090","Moray","Out of Work Benefits","2013/14",-36.21,-50.5,"Lossiemouth East and Seatown","Out of Work Benefits Lossiemouth East and Seatown"," ","6.71","9.14",7.84,11.79
5,"S02002090","Moray","Participation Rate","2016/17",5.09,4.25,"Lossiemouth East and Seatown","Participation Rate Lossiemouth East and Seatown"," ","90.2","94.79",90.89,94.75
5,"S02002112","North Ayrshire","Attainment","2013/14",1.57,0.38,"Ardrossan Central","Attainment Ardrossan Central"," ","5.08","5.16",5.41,5.43
5,"S02002112","North Ayrshire","Child Poverty","2014/15",17.71,-0.47,"Ardrossan Central","Child Poverty Ardrossan Central"," ","34.44","28.34",20.35,20.45
5,"S02002112","North Ayrshire","Crime Rate","2012/13",36,35,"Ardrossan Central","Crime Rate Ardrossan Central"," ","4193.86","2678.52",2154,1404
5,"S02002112","North Ayrshire","Depopulation","2012/13",-6.49,-2.83,"Ardrossan Central","Depopulation Ardrossan Central"," ","100","106.49",100,102.83
5,"S02002112","North Ayrshire","Early Mortality","2012/13",-27,-2,"Ardrossan Central","Early Mortality Ardrossan Central"," ","761","965.46",516,526
5,"S02002112","North Ayrshire","Emergency Admissions","2012/13",-3,3,"Ardrossan Central","Emergency Admissions Ardrossan Central"," ","33789.95","34668.39",27805,26840
5,"S02002112","North Ayrshire","Out of Work Benefits","2013/14",-23.76,-29.74,"Ardrossan Central","Out of Work Benefits Ardrossan Central"," ","35.14","43.49",17.21,22.33
5,"S02002112","North Ayrshire","Participation Rate","2016/17",0.48,2.01,"Ardrossan Central","Participation Rate Ardrossan Central"," ","88.68","89.11",89.96,91.77
5,"S02002187","North Lanarkshire","Attainment","2013/14",-6.88,-1.24,"Thrashbush","Attainment Thrashbush"," ","5.23","4.87",5.39,5.33
5,"S02002187","North Lanarkshire","Child Poverty","2014/15",-14.27,-1.6,"Thrashbush","Child Poverty Thrashbush"," ","26.21","29.95",18.9,19.2
5,"S02002187","North Lanarkshire","Crime Rate","2012/13",4,40,"Thrashbush","Crime Rate Thrashbush"," ","1470.83","1405.68",2190,1319
5,"S02002187","North Lanarkshire","Depopulation","2012/13",-7.38,-0.89,"Thrashbush","Depopulation Thrashbush"," ","100","107.38",100,100.89
5,"S02002187","North Lanarkshire","Early Mortality","2012/13",0,2,"Thrashbush","Early Mortality Thrashbush"," ","645","646.92",555,543
5,"S02002187","North Lanarkshire","Emergency Admissions","2012/13",6,-6,"Thrashbush","Emergency Admissions Thrashbush"," ","33039.65","31198.12",29416,31054
5,"S02002187","North Lanarkshire","Out of Work Benefits","2013/14",-26.95,-20.26,"Thrashbush","Out of Work Benefits Thrashbush"," ","21.82","27.7",15.31,18.41
5,"S02002187","North Lanarkshire","Participation Rate","2016/17",4.12,1.93,"Thrashbush","Participation Rate Thrashbush"," ","83.33","86.76",89.21,90.93
5,"S02002214","Orkney Islands","Attainment","2013/14",1.64,-0.12,"West Mainland","Attainment West Mainland"," ","5.49","5.58",5.62,5.61
5,"S02002214","Orkney Islands","Child Poverty","2014/15",42.89,1.7,"West Mainland","Child Poverty West Mainland"," ","11.33","6.47",12.83,12.62
5,"S02002214","Orkney Islands","Crime Rate","2012/13",-3331,-353,"West Mainland","Crime Rate West Mainland"," ","11.71","401.78",171,775
5,"S02002214","Orkney Islands","Depopulation","2012/13",0.08,0.66,"West Mainland","Depopulation West Mainland"," ","100","99.92",100,99.33
5,"S02002214","Orkney Islands","Early Mortality","2012/13",32,6,"West Mainland","Early Mortality West Mainland"," ","370","252.53",369,346
5,"S02002214","Orkney Islands","Emergency Admissions","2012/13",14,14,"West Mainland","Emergency Admissions West Mainland"," ","19101.12","16449.33",20828,17877
5,"S02002214","Orkney Islands","Out of Work Benefits","2013/14",-34.6,-61.85,"West Mainland","Out of Work Benefits West Mainland"," ","4.74","6.38",6.46,10.45
5,"S02002214","Orkney Islands","Participation Rate","2016/17",1.61,-0.74,"West Mainland","Participation Rate West Mainland"," ","93.12","94.62",94.36,93.66
5,"S02002234","Perth and Kinross","Attainment","2013/14",2.27,-0.16,"Letham","Attainment Letham"," ","4.85","4.96",5.6,5.59
5,"S02002234","Perth and Kinross","Child Poverty","2014/15",-11.86,-3.36,"Letham","Child Poverty Letham"," ","26.14","29.24",13.52,13.98
5,"S02002234","Perth and Kinross","Crime Rate","2012/13",-15,-39,"Letham","Crime Rate Letham"," ","1055.99","1214.24",745,1039
5,"S02002234","Perth and Kinross","Depopulation","2012/13",-5.13,3.22,"Letham","Depopulation Letham"," ","100","105.13",100,96.78
5,"S02002234","Perth and Kinross","Early Mortality","2012/13",-1,3,"Letham","Early Mortality Letham"," ","530","535.92",369,356
5,"S02002234","Perth and Kinross","Emergency Admissions","2012/13",-12,-14,"Letham","Emergency Admissions Letham"," ","28828.83","32155.56",22242,25364
5,"S02002234","Perth and Kinross","Out of Work Benefits","2013/14",-33.39,-42.49,"Letham","Out of Work Benefits Letham"," ","17.13","22.85",8.24,11.74
5,"S02002234","Perth and Kinross","Participation Rate","2016/17",-0.1,0.07,"Letham","Participation Rate Letham"," ","87.21","87.12",92.3,92.37
5,"S02002274","Renfrewshire","Attainment","2013/14",4.18,1.08,"Paisley Central","Attainment Paisley Central"," ","5.02","5.23",5.52,5.58
5,"S02002274","Renfrewshire","Child Poverty","2014/15",-3.75,-16.57,"Paisley Central","Child Poverty Paisley Central"," ","16.78","17.41",12.87,15.01
5,"S02002274","Renfrewshire","Crime Rate","2012/13",58,51,"Paisley Central","Crime Rate Paisley Central"," ","8058.09","3409.25",1976,965
5,"S02002274","Renfrewshire","Depopulation","2012/13",13.09,3.07,"Paisley Central","Depopulation Paisley Central"," ","100","86.91",100,96.93
5,"S02002274","Renfrewshire","Early Mortality","2012/13",15,13,"Paisley Central","Early Mortality Paisley Central"," ","723","612.71",532,465
5,"S02002274","Renfrewshire","Emergency Admissions","2012/13",29,14,"Paisley Central","Emergency Admissions Paisley Central"," ","36272.32","25812.33",28094,24249
5,"S02002274","Renfrewshire","Out of Work Benefits","2013/14",8.14,-11.04,"Paisley Central","Out of Work Benefits Paisley Central"," ","18.93","17.39",13.74,15.26
5,"S02002274","Renfrewshire","Participation Rate","2016/17",2.85,1.93,"Paisley Central","Participation Rate Paisley Central"," ","83.97","86.36",91.1,92.86
5,"S02002293","Scottish Borders","Attainment","2013/14",0,-1.26,"Peebles North","Attainment Peebles North"," ","5.51","5.51",5.54,5.47
5,"S02002293","Scottish Borders","Child Poverty","2014/15",-25.28,-9.92,"Peebles North","Child Poverty Peebles North"," ","14.12","17.69",15.03,16.52
5,"S02002293","Scottish Borders","Crime Rate","2012/13",-48,-37,"Peebles North","Crime Rate Peebles North"," ","917.93","1359.22",764,1047
5,"S02002293","Scottish Borders","Depopulation","2012/13",-0.82,1.33,"Peebles North","Depopulation Peebles North"," ","100","100.82",100,98.67
5,"S02002293","Scottish Borders","Early Mortality","2012/13",2,5,"Peebles North","Early Mortality Peebles North"," ","447","436.71",380,360
5,"S02002293","Scottish Borders","Emergency Admissions","2012/13",20,13,"Peebles North","Emergency Admissions Peebles North"," ","36254.98","28943.97",25376,21982
5,"S02002293","Scottish Borders","Out of Work Benefits","2013/14",-40.78,-43.38,"Peebles North","Out of Work Benefits Peebles North"," ","9.22","12.98",9.82,14.08
5,"S02002293","Scottish Borders","Participation Rate","2016/17",1.07,3,"Peebles North","Participation Rate Peebles North"," ","93.29","94.29",91.34,94.08
5,"S02002322","Shetland Islands","Attainment","2013/14",-6.84,0.98,"Shetland South","Attainment Shetland South"," ","5.7","5.31",5.56,5.61
5,"S02002322","Shetland Islands","Child Poverty","2014/15",-74.21,-24.4,"Shetland South","Child Poverty Shetland South"," ","6.01","10.47",7.15,8.89
5,"S02002322","Shetland Islands","Crime Rate","2012/13",-178,-245,"Shetland South","Crime Rate Shetland South"," ","80.42","223.27",162,559
5,"S02002322","Shetland Islands","Depopulation","2012/13",4.39,-0.19,"Shetland South","Depopulation Shetland South"," ","100","95.61",100,100.19
5,"S02002322","Shetland Islands","Early Mortality","2012/13",17,22,"Shetland South","Early Mortality Shetland South"," ","423","351.7",413,322
5,"S02002322","Shetland Islands","Emergency Admissions","2012/13",18,25,"Shetland South","Emergency Admissions Shetland South"," ","21374.05","17480.11",23493,17578
5,"S02002322","Shetland Islands","Out of Work Benefits","2013/14",-41.32,-55.08,"Shetland South","Out of Work Benefits Shetland South"," ","5.3","7.49",5.8,9
5,"S02002322","Shetland Islands","Participation Rate","2016/17",-0.72,0.1,"Shetland South","Participation Rate Shetland South"," ","96.2","95.51",97.32,97.42
5,"S02002330","South Ayrshire","Attainment","2013/14",-0.94,0.33,"Girvan Glendoune","Attainment Girvan Glendoune"," ","5.34","5.29",5.56,5.58
5,"S02002330","South Ayrshire","Child Poverty","2014/15",1.48,-5.28,"Girvan Glendoune","Child Poverty Girvan Glendoune"," ","27.08","26.68",16.55,17.42
5,"S02002330","South Ayrshire","Crime Rate","2012/13",11,35,"Girvan Glendoune","Crime Rate Girvan Glendoune"," ","1324.4","1175.52",1948,1258
5,"S02002330","South Ayrshire","Depopulation","2012/13",-5.57,-1.76,"Girvan Glendoune","Depopulation Girvan Glendoune"," ","100","105.57",100,101.76
5,"S02002330","South Ayrshire","Early Mortality","2012/13",-37,0,"Girvan Glendoune","Early Mortality Girvan Glendoune"," ","424","580.84",451,452
5,"S02002330","South Ayrshire","Emergency Admissions","2012/13",9,11,"Girvan Glendoune","Emergency Admissions Girvan Glendoune"," ","31458.97","28596.64",29687,26368
5,"S02002330","South Ayrshire","Out of Work Benefits","2013/14",-33.37,-28.95,"Girvan Glendoune","Out of Work Benefits Girvan Glendoune"," ","20.95","27.94",13.53,17.45
5,"S02002330","South Ayrshire","Participation Rate","2016/17",14.61,4.92,"Girvan Glendoune","Participation Rate Girvan Glendoune"," ","86.13","98.71",90.79,95.26
5,"S02002375","South Lanarkshire","Attainment","2013/14",17.35,2.32,"Strutherhill","Attainment Strutherhill"," ","4.38","5.14",5.45,5.57
5,"S02002375","South Lanarkshire","Child Poverty","2014/15",5.8,2.49,"Strutherhill","Child Poverty Strutherhill"," ","25.19","23.73",15.61,15.22
5,"S02002375","South Lanarkshire","Crime Rate","2012/13",5,45,"Strutherhill","Crime Rate Strutherhill"," ","1751.41","1660.79",2123,1163
5,"S02002375","South Lanarkshire","Depopulation","2012/13",3.21,2.39,"Strutherhill","Depopulation Strutherhill"," ","100","96.79",100,97.61
5,"S02002375","South Lanarkshire","Early Mortality","2012/13",9,6,"Strutherhill","Early Mortality Strutherhill"," ","744","675.16",489,462
5,"S02002375","South Lanarkshire","Emergency Admissions","2012/13",-25,4,"Strutherhill","Emergency Admissions Strutherhill"," ","25177.3","31455.52",26799,25600
5,"S02002375","South Lanarkshire","Out of Work Benefits","2013/14",-21.37,-19.31,"Strutherhill","Out of Work Benefits Strutherhill"," ","25.92","31.46",13.46,16.05
5,"S02002375","South Lanarkshire","Participation Rate","2016/17",10.06,2.98,"Strutherhill","Participation Rate Strutherhill"," ","80.42","88.51",90.3,92.99
5,"S02002442","Stirling","Attainment","2013/14",4.81,0.99,"Fallin","Attainment Fallin"," ","4.78","5.01",5.59,5.65
5,"S02002442","Stirling","Child Poverty","2014/15",-23.94,0.01,"Fallin","Child Poverty Fallin"," ","20.55","25.47",13.86,13.86
5,"S02002442","Stirling","Crime Rate","2012/13",18,26,"Fallin","Crime Rate Fallin"," ","1129.88","927.66",1450,1072
